seed,split,subject_id,F1,IoU,L1,EdgeLoss
2026,valid43,valid__m2-080-01,0.749936964195545,0.5999193182389694,0.13188689947128296,0.3610811233520508
2026,valid43,valid__m2-081-01,0.7554322841642779,0.6069836735697489,0.13448064029216766,0.3331916332244873
2026,valid43,valid__m2-082-01,0.6856909710553724,0.5217121361526161,0.08779340237379074,0.25301045179367065
2026,valid43,valid__m2-083-01,0.6213431118009097,0.4506872718799213,0.09087865799665451,0.24685567617416382
2026,valid43,valid__m2-084-01,0.6999397742504421,0.538390268686889,0.11018881946802139,0.32167762517929077
2026,valid43,valid__m2-085-01,0.5984885748780132,0.4270308212620678,0.1234327033162117,0.29039525985717773
2026,valid43,valid__m2-086-01,0.7361705877168497,0.5824920519826587,0.11902365833520889,0.33191928267478943
2026,valid43,valid__m2-087-01,0.7631846144655949,0.6170562101601258,0.09441149234771729,0.27137359976768494
2026,valid43,valid__m2-088-01,0.8198261330705469,0.694665553986168,0.09393637627363205,0.2664884030818939
2026,valid43,valid__m2-089-01,0.75668045271038,0.6085969245476023,0.07489082962274551,0.22902682423591614
2026,valid43,valid__m2-090-01,0.6486736378644692,0.48002736869526913,0.10198020935058594,0.2869168519973755
2026,valid43,valid__m2-091-01,0.7193778660235619,0.5617409280517695,0.09451911598443985,0.25632143020629883
2026,valid43,valid__m2-092-01,0.7914035118929724,0.6548120234343172,0.10281295329332352,0.2845720648765564
2026,valid43,valid__m2-093-01,0.6367782752168828,0.4671127694346211,0.11603892594575882,0.2949408292770386
2026,valid43,valid__m2-094-01,0.7927310914775717,0.6566317461515613,0.07732118666172028,0.2384394407272339
2026,valid43,valid__m2-095-01,0.6641612156176281,0.49718665409516805,0.11552083492279053,0.2931404113769531
2026,valid43,valid__m2-096-01,0.6266270956990976,0.45626871895952675,0.08610028028488159,0.27998846769332886
2026,valid43,valid__m2-097-01,0.6986073964768288,0.5368152505135934,0.09264151006937027,0.25987404584884644
2026,valid43,valid__m2-098-01,0.773956900504208,0.6312640239339843,0.09426670521497726,0.25347456336021423
2026,valid43,valid__m2-099-01,0.7931794976514616,0.6572472841718308,0.09033825248479843,0.2738916873931885
2026,valid43,valid__m2-100-01,0.661839080459618,0.4945885586667258,0.1036655381321907,0.30066800117492676
2026,valid43,valid__m2-101-01,0.7359000889468431,0.582153421982084,0.11016740649938583,0.2973974943161011
2026,valid43,valid__m2-102-01,0.7242608824838946,0.5677186444623944,0.11688937991857529,0.293856143951416
2026,valid43,valid__m2-103-01,0.702645906963248,0.541599175378979,0.09083885699510574,0.2468704879283905
2026,valid43,valid__m2-104-01,0.6868444478846835,0.5230488092429489,0.11794804781675339,0.3172563910484314
2026,valid43,valid__m2-105-01,0.7904608491175933,0.6535223341393461,0.10328858345746994,0.2751472592353821
2026,valid43,valid__m2-106-01,0.7441674211294756,0.5925689726880377,0.11817600578069687,0.32422196865081787
2026,valid43,valid__m2-107-01,0.6949969070424401,0.5325634175068137,0.12130346149206161,0.3066459596157074
9317,valid43,valid__m2-065-01,0.6451828770989262,0.4762139968510245,0.12444505840539932,0.28869807720184326
9317,valid43,valid__m2-066-01,0.6122706107913963,0.4412031737257959,0.09421190619468689,0.256431519985199
9317,valid43,valid__m2-067-01,0.6858266587457882,0.5218692521119426,0.11329486966133118,0.2731904089450836
9317,valid43,valid__m2-068-01,0.6796534559670887,0.514753841738497,0.146335169672966,0.3236088752746582
9317,valid43,valid__m2-069-01,0.5313864701940975,0.36182866316390766,0.12415312975645065,0.26738685369491577
9317,valid43,valid__m2-070-01,0.7281828877250391,0.5725531451786358,0.09829211235046387,0.26229196786880493
9317,valid43,valid__m2-071-01,0.6886341586113967,0.5251274182055886,0.13550391793251038,0.33167070150375366
9317,valid43,valid__m2-072-01,0.7939392909920345,0.6582913157373995,0.1110881045460701,0.3175528347492218
9317,valid43,valid__m2-073-01,0.7221533557640063,0.5651330376938709,0.14017194509506226,0.32795706391334534
9317,valid43,valid__m2-074-01,0.7166628107702806,0.5584368759705574,0.134636789560318,0.3276582360267639
9317,valid43,valid__m2-075-01,0.7505005720822457,0.6006409889542149,0.11843676120042801,0.3120480179786682
9317,valid43,valid__m2-076-01,0.6917670204831752,0.5287796832171808,0.15392930805683136,0.34395650029182434
9317,valid43,valid__m2-077-01,0.7256354174521872,0.5694095923487124,0.14809568226337433,0.33638226985931396
9317,valid43,valid__m2-078-01,0.6832211308537168,0.5188579091466394,0.1323249191045761,0.31277504563331604
9317,valid43,valid__m2-079-01,0.7597322838591333,0.612555074982573,0.07386041432619095,0.23312200605869293
9317,valid43,valid__m2-080-01,0.7404341455307875,0.587848696361184,0.14411018788814545,0.36378157138824463
9317,valid43,valid__m2-081-01,0.7411298228158162,0.5887261738724806,0.14671169221401215,0.3418146073818207
9317,valid43,valid__m2-082-01,0.7100050542730969,0.550393671405444,0.08534783124923706,0.23956020176410675
9317,valid43,valid__m2-083-01,0.6244954943519166,0.4540119583669986,0.0974382683634758,0.24764904379844666
9317,valid43,valid__m2-084-01,0.6783234394674081,0.5132295296165851,0.12851689755916595,0.33639901876449585
9317,valid43,valid__m2-085-01,0.5967349185845816,0.42524746499262883,0.13671021163463593,0.28948456048965454
9317,valid43,valid__m2-086-01,0.7465463000956185,0.5955914447837747,0.12258142232894897,0.3262123465538025
9317,valid43,valid__m2-087-01,0.7648532983766888,0.6192408540390126,0.09588819742202759,0.27412980794906616
9317,valid43,valid__m2-088-01,0.8324362448493203,0.7129685562583178,0.09151121973991394,0.2638309597969055
9317,valid43,valid__m2-089-01,0.7635678822117633,0.6175574633063189,0.07607072591781616,0.2257409691810608
9317,valid43,valid__m2-090-01,0.6355914732196769,0.46583663231680345,0.1178457960486412,0.29316437244415283
9317,valid43,valid__m2-091-01,0.7134484252774947,0.5545431984966304,0.10040510445833206,0.25888192653656006
9317,valid43,valid__m2-092-01,0.7710190235464994,0.6273644900277036,0.1142485961318016,0.3039620816707611
9317,valid43,valid__m2-093-01,0.6350161201539996,0.465218768902709,0.12609028816223145,0.29869747161865234
9317,valid43,valid__m2-094-01,0.7951881014871403,0.6600101662912424,0.07987704873085022,0.24706746637821198
9317,valid43,valid__m2-095-01,0.6538963696239738,0.48576970960349586,0.12697334587574005,0.2972003221511841
